FREQ:Frequency,OD_TYPE:Measure,OD_RISK_CAT:Risk category,OD_INSTR:Instrument,ISSUE_CUR:Issue currency,XD_EXCHANGE:Location of trade (Exchange or country),TIME_PERIOD:Period,OBS_STATUS:Status,OBS_VALUE:Value
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2008-12-31,A:Normal value,85129
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2009-01-31,A:Normal value,83862
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2009-02-28,A:Normal value,82040
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2009-03-31,A:Normal value,99788
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2009-04-30,A:Normal value,93227
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2009-05-31,A:Normal value,93742
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2009-06-30,A:Normal value,109721
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2009-07-31,A:Normal value,84323
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2009-08-31,A:Normal value,88756
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2009-09-30,A:Normal value,104538
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2009-10-31,A:Normal value,99501
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2009-11-30,A:Normal value,84037
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2009-12-31,A:Normal value,102077
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2010-01-31,A:Normal value,73097
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2010-02-28,A:Normal value,73405
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2010-03-31,A:Normal value,99608
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2010-04-30,A:Normal value,84164
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2010-05-31,A:Normal value,98787
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2010-06-30,A:Normal value,94315
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2010-07-31,A:Normal value,95661
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2010-08-31,A:Normal value,112640
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2010-09-30,A:Normal value,122975
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2010-10-31,A:Normal value,101447
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2010-11-30,A:Normal value,135332
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2010-12-31,A:Normal value,105805
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2011-01-31,A:Normal value,88388
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2011-02-28,A:Normal value,93278
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2011-03-31,A:Normal value,107352
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2011-04-30,A:Normal value,64234
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2011-05-31,A:Normal value,69702
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2011-06-30,A:Normal value,87657
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2011-07-31,A:Normal value,68350
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2011-08-31,A:Normal value,109431
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2011-09-30,A:Normal value,106343
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2011-10-31,A:Normal value,70923
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2011-11-30,A:Normal value,95251
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2011-12-31,A:Normal value,72612
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2012-01-31,A:Normal value,53770
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2012-02-29,A:Normal value,78325
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2012-03-31,A:Normal value,101801
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2012-04-30,A:Normal value,76169
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2012-05-31,A:Normal value,86643
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2012-06-30,A:Normal value,99018
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2012-07-31,A:Normal value,97029
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2012-08-31,A:Normal value,84676
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2012-09-30,A:Normal value,96616
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2012-10-31,A:Normal value,70335
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2012-11-30,A:Normal value,74610
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2012-12-31,A:Normal value,98570
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2013-01-31,A:Normal value,88675
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2013-02-28,A:Normal value,84766
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2013-03-31,A:Normal value,99021
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2013-04-30,A:Normal value,83401
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2013-05-31,A:Normal value,85236
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2013-06-30,A:Normal value,97512
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2013-07-31,A:Normal value,47814
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2013-08-31,A:Normal value,44884
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2013-09-30,A:Normal value,74581
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2013-10-31,A:Normal value,59104
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2013-11-30,A:Normal value,63179
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2013-12-31,A:Normal value,79073
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2014-01-31,A:Normal value,60962
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2014-02-28,A:Normal value,55256
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2014-03-31,A:Normal value,29566
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2014-04-30,A:Normal value,41086
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2014-05-31,A:Normal value,48492
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2014-06-30,A:Normal value,69727
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2014-07-31,A:Normal value,49312
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2014-08-31,A:Normal value,50291
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2014-09-30,A:Normal value,77131
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2014-10-31,A:Normal value,54133
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2014-11-30,A:Normal value,55471
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2014-12-31,A:Normal value,61650
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2015-01-31,A:Normal value,56422
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2015-02-28,A:Normal value,50243
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2015-03-31,A:Normal value,64244
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2015-04-30,A:Normal value,44735
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2015-05-31,A:Normal value,58908
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2015-06-30,A:Normal value,67780
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2015-07-31,A:Normal value,38463
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2015-08-31,A:Normal value,39320
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2015-09-30,A:Normal value,64596
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2015-10-31,A:Normal value,46969
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2015-11-30,A:Normal value,55018
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2015-12-31,A:Normal value,60434
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2016-01-31,A:Normal value,62631
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2016-02-29,A:Normal value,59456
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2016-03-31,A:Normal value,67608
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2016-04-30,A:Normal value,48168
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2016-05-31,A:Normal value,40438
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2016-06-30,A:Normal value,66204
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2016-07-31,A:Normal value,47040
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2016-08-31,A:Normal value,47809
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2016-09-30,A:Normal value,71077
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2016-10-31,A:Normal value,42318
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2016-11-30,A:Normal value,60678
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2016-12-31,A:Normal value,65685
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2017-01-31,A:Normal value,47670
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2017-02-28,A:Normal value,48745
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian,2017-03-31,A:Normal value,68513
